Category,Cluster_Number,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Preferred Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Previous Purchases,Purchase Amount (USD),Review Rating
Accessories,Cluster 4,Yellow,166,Yes,Monthly,Male,Handbag,Kentucky,Credit Card,Cash,Yes,Winter,Store Pickup,S,Yes,42,7,60,2.8
Footwear,Cluster 1,Indigo,167,Yes,Monthly,Male,Sneakers,Delaware,Cash,Cash,Yes,Fall,Store Pickup,XL,Yes,46,30,31,4
Accessories,Cluster 4,Green,168,Yes,Every 3 Months,Male,Gloves,Arkansas,Venmo,Credit Card,Yes,Fall,Express,M,Yes,33,14,27,4
Footwear,Cluster 1,Magenta,169,Yes,Fortnightly,Male,Shoes,Louisiana,Bank Transfer,Cash,Yes,Summer,Express,M,Yes,34,5,80,3
Outerwear,Cluster 2,Gold,170,Yes,Every 3 Months,Male,Jacket,Nevada,Credit Card,PayPal,Yes,Summer,Standard,S,Yes,27,3,30,3.3
Clothing,Cluster 3,Maroon,171,Yes,Bi-Weekly,Male,Shirt,Wyoming,Venmo,Venmo,Yes,Fall,Store Pickup,M,Yes,52,46,25,2.6
Clothing,Cluster 3,Blue,172,Yes,Weekly,Male,Shorts,Virginia,Debit Card,Credit Card,Yes,Summer,Store Pickup,M,Yes,29,4,35,3.6
Accessories,Cluster 4,Violet,173,Yes,Bi-Weekly,Male,Jewelry,Nebraska,Bank Transfer,Credit Card,Yes,Summer,Next Day Air,M,Yes,54,42,67,3.9
Accessories,Cluster 4,Turquoise,174,Yes,Annually,Male,Hat,Hawaii,PayPal,Cash,Yes,Fall,Standard,M,Yes,25,30,46,3.4
Footwear,Cluster 1,Brown,175,Yes,Annually,Male,Shoes,Vermont,Venmo,Venmo,Yes,Winter,Express,L,Yes,41,37,35,3.5
Outerwear,Cluster 2,Violet,176,Yes,Annually,Male,Coat,Oklahoma,Debit Card,Bank Transfer,Yes,Fall,Next Day Air,L,Yes,53,2,86,2.8
Accessories,Cluster 4,Black,177,Yes,Quarterly,Male,Backpack,New Hampshire,Bank Transfer,Credit Card,Yes,Spring,Next Day Air,L,Yes,53,30,81,2.7
Clothing,Cluster 3,Magenta,178,Yes,Monthly,Male,Hoodie,Kansas,Debit Card,Bank Transfer,Yes,Fall,Next Day Air,L,Yes,21,47,42,3.7
Clothing,Cluster 3,Lavender,179,Yes,Quarterly,Male,Skirt,Idaho,Debit Card,PayPal,Yes,Fall,2-Day Shipping,L,Yes,61,21,43,4.3
Footwear,Cluster 1,Violet,180,Yes,Fortnightly,Male,Boots,Illinois,Debit Card,Bank Transfer,Yes,Fall,Store Pickup,M,Yes,64,9,31,4.9
Footwear,Cluster 1,Green,181,Yes,Fortnightly,Male,Sandals,South Dakota,Cash,Debit Card,Yes,Fall,Store Pickup,L,Yes,51,12,81,3.3
Clothing,Cluster 3,Beige,182,Yes,Weekly,Male,Pants,Massachusetts,Venmo,Bank Transfer,Yes,Summer,Next Day Air,M,Yes,32,4,61,4.7
Accessories,Cluster 4,Purple,183,Yes,Annually,Male,Gloves,Alabama,Venmo,Debit Card,Yes,Summer,Store Pickup,XL,Yes,38,10,96,2.8
Clothing,Cluster 3,Beige,184,Yes,Weekly,Male,Skirt,Ohio,Bank Transfer,Credit Card,Yes,Spring,2-Day Shipping,XL,Yes,58,26,29,3.6
Footwear,Cluster 1,Cyan,185,Yes,Fortnightly,Male,Sneakers,Hawaii,Cash,Cash,Yes,Spring,Express,L,Yes,32,40,33,3
Clothing,Cluster 3,Silver,186,Yes,Fortnightly,Male,T-shirt,Wisconsin,Bank Transfer,Bank Transfer,Yes,Summer,Store Pickup,XL,Yes,46,34,32,4.5
Accessories,Cluster 4,Lavender,187,Yes,Annually,Male,Backpack,Minnesota,Debit Card,Debit Card,Yes,Summer,Standard,S,Yes,39,31,56,2.9
Footwear,Cluster 1,Purple,188,Yes,Bi-Weekly,Male,Shoes,Georgia,Credit Card,Bank Transfer,Yes,Spring,Store Pickup,S,Yes,19,1,94,3.3
Clothing,Cluster 3,Pink,189,Yes,Bi-Weekly,Male,Hoodie,Arkansas,Credit Card,Bank Transfer,Yes,Spring,Express,M,Yes,50,5,53,3.1
Clothing,Cluster 3,Maroon,190,Yes,Weekly,Male,Blouse,West Virginia,Venmo,Credit Card,Yes,Fall,Next Day Air,M,Yes,36,4,82,4.4
Outerwear,Cluster 2,Beige,191,Yes,Quarterly,Male,Coat,Indiana,Venmo,Venmo,Yes,Fall,Free Shipping,XL,Yes,65,48,70,3
Accessories,Cluster 4,Gray,192,Yes,Every 3 Months,Male,Hat,Utah,Credit Card,Cash,Yes,Fall,Free Shipping,M,Yes,64,29,76,3.9
Footwear,Cluster 1,Turquoise,193,Yes,Bi-Weekly,Male,Shoes,Nebraska,Venmo,PayPal,Yes,Summer,Express,L,Yes,46,12,29,2.9
Accessories,Cluster 4,Silver,194,Yes,Annually,Male,Belt,North Dakota,PayPal,Venmo,Yes,Fall,Standard,S,Yes,36,29,100,3
Accessories,Cluster 4,Olive,195,Yes,Quarterly,Male,Backpack,Missouri,Venmo,Debit Card,Yes,Spring,Express,M,Yes,51,15,94,3.1
Outerwear,Cluster 2,Magenta,196,Yes,Monthly,Male,Jacket,New York,Credit Card,Credit Card,Yes,Fall,Free Shipping,M,Yes,51,34,25,4.3
Footwear,Cluster 1,Lavender,197,Yes,Fortnightly,Male,Boots,Washington,Cash,Credit Card,Yes,Summer,Next Day Air,M,Yes,38,41,88,3.9
Accessories,Cluster 4,Black,198,Yes,Monthly,Male,Scarf,South Carolina,Debit Card,Credit Card,Yes,Fall,2-Day Shipping,M,Yes,59,41,78,3.2
Accessories,Cluster 4,Turquoise,199,Yes,Fortnightly,Male,Jewelry,Utah,Cash,Credit Card,Yes,Winter,Standard,M,Yes,57,39,45,4.8
Accessories,Cluster 4,Green,200,Yes,Weekly,Male,Hat,Idaho,Debit Card,Cash,Yes,Summer,Express,XL,Yes,54,32,73,3.8
Clothing,Cluster 3,Teal,201,Yes,Monthly,Male,Dress,Pennsylvania,PayPal,Venmo,Yes,Summer,Next Day Air,S,Yes,25,29,61,3.3
Clothing,Cluster 3,Beige,202,Yes,Annually,Male,Blouse,Missouri,Bank Transfer,Bank Transfer,Yes,Fall,Free Shipping,S,Yes,69,15,22,4.3
Accessories,Cluster 4,Magenta,203,Yes,Annually,Male,Hat,Nebraska,Bank Transfer,Venmo,Yes,Spring,Express,L,Yes,57,33,38,2.7
Accessories,Cluster 4,Yellow,204,Yes,Weekly,Male,Scarf,Indiana,PayPal,Bank Transfer,Yes,Fall,Next Day Air,S,Yes,70,18,38,3.2
Footwear,Cluster 1,Yellow,205,Yes,Bi-Weekly,Male,Sneakers,Arizona,PayPal,Cash,Yes,Fall,Store Pickup,M,Yes,24,35,100,4
Clothing,Cluster 3,Silver,206,Yes,Weekly,Male,Shirt,Hawaii,Bank Transfer,PayPal,Yes,Winter,Standard,M,Yes,67,25,64,3
Clothing,Cluster 3,Silver,207,Yes,Fortnightly,Male,T-shirt,Wisconsin,Venmo,Venmo,Yes,Summer,Free Shipping,L,Yes,24,6,55,4.2
Accessories,Cluster 4,Silver,208,Yes,Bi-Weekly,Male,Gloves,Rhode Island,Venmo,Bank Transfer,Yes,Summer,Express,M,Yes,62,17,91,2.9
Clothing,Cluster 3,Gold,209,Yes,Monthly,Male,Skirt,Wisconsin,Cash,Credit Card,Yes,Spring,Store Pickup,M,Yes,57,17,38,4.1
Footwear,Cluster 1,Olive,210,Yes,Every 3 Months,Male,Sandals,Minnesota,Bank Transfer,Cash,Yes,Winter,Store Pickup,S,Yes,55,44,97,3.2
Outerwear,Cluster 2,Teal,211,Yes,Fortnightly,Male,Jacket,Vermont,Venmo,PayPal,Yes,Fall,2-Day Shipping,L,Yes,45,6,22,3
Clothing,Cluster 3,Maroon,212,Yes,Fortnightly,Male,Skirt,South Dakota,Venmo,Debit Card,Yes,Fall,2-Day Shipping,L,Yes,69,45,92,4.2
Accessories,Cluster 4,Blue,213,Yes,Annually,Male,Handbag,Virginia,Venmo,Debit Card,Yes,Fall,Express,L,Yes,67,7,84,4.2
Accessories,Cluster 4,Peach,214,Yes,Every 3 Months,Male,Handbag,Nevada,Cash,Debit Card,Yes,Fall,Store Pickup,L,Yes,30,11,93,4.4
Outerwear,Cluster 2,Blue,215,Yes,Every 3 Months,Male,Jacket,Hawaii,Cash,Cash,Yes,Summer,Next Day Air,L,Yes,24,41,50,4.2
Accessories,Cluster 4,Orange,216,Yes,Bi-Weekly,Male,Scarf,New Jersey,Bank Transfer,PayPal,Yes,Spring,2-Day Shipping,S,Yes,62,24,64,2.8
Clothing,Cluster 3,Yellow,217,Yes,Weekly,Male,Shorts,Massachusetts,Cash,Venmo,Yes,Spring,Free Shipping,L,Yes,43,21,61,3.7
Accessories,Cluster 4,Purple,218,Yes,Annually,Male,Sunglasses,Oklahoma,Venmo,Bank Transfer,Yes,Winter,Next Day Air,M,Yes,35,24,48,3.5
Clothing,Cluster 3,Magenta,219,Yes,Quarterly,Male,T-shirt,California,Credit Card,Credit Card,Yes,Spring,Store Pickup,S,Yes,28,8,45,2.9
Accessories,Cluster 4,Cyan,220,Yes,Fortnightly,Male,Belt,Nevada,Venmo,Cash,Yes,Spring,Free Shipping,M,Yes,32,12,88,3
Footwear,Cluster 1,Indigo,221,Yes,Fortnightly,Male,Sneakers,Arizona,Debit Card,Debit Card,Yes,Spring,Express,S,Yes,39,48,57,3.7
Accessories,Cluster 4,Magenta,222,Yes,Quarterly,Male,Hat,North Carolina,Debit Card,Bank Transfer,Yes,Summer,Store Pickup,XL,Yes,28,6,68,4.4
Accessories,Cluster 4,Gray,223,Yes,Fortnightly,Male,Gloves,New York,Venmo,PayPal,Yes,Spring,2-Day Shipping,XL,Yes,47,14,94,4.5
Clothing,Cluster 3,Turquoise,224,Yes,Annually,Male,Pants,Wyoming,Venmo,PayPal,Yes,Spring,Free Shipping,M,Yes,20,34,41,4.8
Clothing,Cluster 3,Beige,225,Yes,Every 3 Months,Male,Socks,South Dakota,PayPal,Cash,Yes,Summer,Free Shipping,S,Yes,63,12,83,2.9
Outerwear,Cluster 2,Olive,226,Yes,Annually,Male,Jacket,Arkansas,Debit Card,Bank Transfer,Yes,Spring,Next Day Air,M,Yes,25,11,22,3.2
Footwear,Cluster 1,Violet,227,Yes,Monthly,Male,Shoes,Texas,Cash,PayPal,Yes,Spring,Free Shipping,L,Yes,29,5,74,3.3
Clothing,Cluster 3,Turquoise,228,Yes,Fortnightly,Male,Jeans,Rhode Island,Venmo,Venmo,Yes,Winter,Standard,M,Yes,50,25,90,4.2
Clothing,Cluster 3,White,229,Yes,Annually,Male,Socks,New Hampshire,Credit Card,Credit Card,Yes,Spring,Store Pickup,M,Yes,18,11,79,2.9
Footwear,Cluster 1,Silver,230,Yes,Every 3 Months,Male,Sandals,Ohio,Cash,PayPal,Yes,Spring,Next Day Air,S,Yes,70,27,28,4.6
Accessories,Cluster 4,Olive,231,Yes,Annually,Male,Scarf,Utah,Venmo,Credit Card,Yes,Fall,Standard,L,Yes,66,43,88,4.1
Clothing,Cluster 3,Blue,232,Yes,Every 3 Months,Male,Blouse,Tennessee,Bank Transfer,Debit Card,Yes,Spring,2-Day Shipping,M,Yes,28,18,26,3.1
Accessories,Cluster 4,Purple,233,Yes,Bi-Weekly,Male,Jewelry,Hawaii,Bank Transfer,Bank Transfer,Yes,Winter,Express,L,Yes,54,32,27,4.2
Clothing,Cluster 3,Yellow,234,Yes,Every 3 Months,Male,Sweater,Arizona,PayPal,Bank Transfer,Yes,Fall,Next Day Air,XL,Yes,19,27,83,4.5
Accessories,Cluster 4,Silver,235,Yes,Weekly,Male,Gloves,South Dakota,PayPal,Credit Card,Yes,Summer,Next Day Air,S,Yes,20,24,39,3.7
Accessories,Cluster 4,Cyan,236,Yes,Quarterly,Male,Sunglasses,New Jersey,Cash,Debit Card,Yes,Winter,Free Shipping,M,Yes,43,31,89,3.7
Outerwear,Cluster 2,Green,237,Yes,Fortnightly,Male,Coat,North Dakota,Debit Card,PayPal,Yes,Winter,Next Day Air,L,Yes,38,39,68,3.4
Clothing,Cluster 3,Beige,238,Yes,Fortnightly,Male,Dress,Iowa,Venmo,Debit Card,Yes,Summer,Store Pickup,M,Yes,50,36,90,3
Clothing,Cluster 3,Peach,239,Yes,Annually,Male,Skirt,Ohio,Debit Card,Cash,Yes,Fall,Free Shipping,M,Yes,64,5,34,4.2
Clothing,Cluster 3,Yellow,240,Yes,Bi-Weekly,Male,Pants,Vermont,PayPal,Credit Card,Yes,Summer,Express,L,Yes,49,47,51,2.9
Clothing,Cluster 3,Turquoise,241,Yes,Fortnightly,Male,Sweater,Montana,Credit Card,Bank Transfer,Yes,Winter,Free Shipping,XL,Yes,47,29,45,3.5
Clothing,Cluster 3,Peach,242,Yes,Bi-Weekly,Male,Hoodie,Delaware,PayPal,Venmo,Yes,Winter,Free Shipping,M,Yes,36,43,88,4.1
Outerwear,Cluster 2,Gray,243,Yes,Every 3 Months,Male,Coat,New York,Credit Card,Debit Card,Yes,Summer,Store Pickup,L,Yes,55,40,85,4.3
Accessories,Cluster 4,Olive,244,Yes,Monthly,Male,Jewelry,Kentucky,Credit Card,Debit Card,Yes,Winter,2-Day Shipping,M,Yes,25,4,100,2.8
Accessories,Cluster 4,Indigo,245,Yes,Weekly,Male,Belt,Oregon,Debit Card,PayPal,Yes,Spring,2-Day Shipping,S,Yes,53,39,42,4.9
Footwear,Cluster 1,Charcoal,246,Yes,Fortnightly,Male,Sandals,Rhode Island,Cash,Venmo,Yes,Summer,Next Day Air,L,Yes,49,45,53,3.3
Accessories,Cluster 4,Beige,247,Yes,Bi-Weekly,Male,Sunglasses,Nevada,Credit Card,Venmo,Yes,Spring,Express,XL,Yes,35,20,86,3.2
Clothing,Cluster 3,Brown,248,Yes,Weekly,Male,Sweater,Montana,Credit Card,Debit Card,Yes,Spring,Standard,XL,Yes,29,14,66,4.4
Accessories,Cluster 4,Blue,249,Yes,Weekly,Male,Belt,Pennsylvania,Venmo,PayPal,Yes,Winter,Express,M,Yes,47,33,100,4.8
Accessories,Cluster 4,Teal,250,Yes,Annually,Male,Handbag,Alaska,Cash,Credit Card,Yes,Fall,Standard,S,Yes,53,18,47,4.2
Clothing,Cluster 3,Black,251,Yes,Weekly,Male,Skirt,Mississippi,Debit Card,Bank Transfer,Yes,Fall,Express,L,Yes,33,9,25,4
Accessories,Cluster 4,Gold,252,Yes,Annually,Male,Handbag,Wyoming,PayPal,PayPal,Yes,Winter,Standard,XL,Yes,21,34,51,2.5
Clothing,Cluster 3,Violet,253,Yes,Fortnightly,Male,Shorts,Delaware,Cash,Venmo,Yes,Summer,Free Shipping,M,Yes,32,33,41,3.9
Footwear,Cluster 1,Cyan,254,Yes,Bi-Weekly,Male,Boots,Oklahoma,PayPal,Bank Transfer,Yes,Winter,2-Day Shipping,L,Yes,52,15,73,4.9
Accessories,Cluster 4,White,255,Yes,Bi-Weekly,Male,Sunglasses,Indiana,Credit Card,PayPal,Yes,Winter,Store Pickup,M,Yes,67,4,42,3.5
Accessories,Cluster 4,Charcoal,256,Yes,Annually,Male,Scarf,Maryland,Debit Card,Debit Card,Yes,Spring,Free Shipping,M,Yes,43,25,20,4.2
Accessories,Cluster 4,Violet,257,Yes,Every 3 Months,Male,Jewelry,South Dakota,Venmo,Credit Card,Yes,Spring,Express,XL,Yes,58,20,30,4.7
Accessories,Cluster 4,Red,258,Yes,Quarterly,Male,Handbag,West Virginia,PayPal,Credit Card,Yes,Summer,Express,M,Yes,20,5,53,4.5
Accessories,Cluster 4,Lavender,259,Yes,Quarterly,Male,Gloves,Alabama,Venmo,Cash,Yes,Spring,Express,S,Yes,61,16,74,2.8
Clothing,Cluster 3,Gold,260,Yes,Annually,Male,Jeans,Louisiana,Credit Card,Debit Card,Yes,Fall,Standard,M,Yes,32,13,57,2.9
Accessories,Cluster 4,Red,261,Yes,Every 3 Months,Male,Hat,Montana,Bank Transfer,Credit Card,Yes,Winter,2-Day Shipping,S,Yes,38,11,57,3.2
Clothing,Cluster 3,Magenta,262,Yes,Annually,Male,Jeans,California,Cash,Credit Card,Yes,Winter,Standard,L,Yes,21,21,77,4.9
Clothing,Cluster 3,Teal,263,Yes,Annually,Male,Pants,Hawaii,Cash,Debit Card,Yes,Summer,Next Day Air,M,Yes,37,6,40,3.7
Clothing,Cluster 3,Purple,264,Yes,Monthly,Male,Shorts,Iowa,Credit Card,Venmo,Yes,Summer,Store Pickup,M,Yes,27,29,46,4.3
Clothing,Cluster 3,Charcoal,265,Yes,Annually,Male,Pants,Colorado,Venmo,Cash,Yes,Fall,Store Pickup,S,Yes,36,15,78,3.9
Accessories,Cluster 4,Gray,266,Yes,Bi-Weekly,Male,Backpack,Michigan,Venmo,Bank Transfer,Yes,Spring,2-Day Shipping,M,Yes,32,17,59,3.2
Accessories,Cluster 4,White,267,Yes,Weekly,Male,Jewelry,Louisiana,Cash,Credit Card,Yes,Summer,Express,L,Yes,51,32,75,3.1
Clothing,Cluster 3,Olive,268,Yes,Annually,Male,Sweater,Maryland,Venmo,Venmo,Yes,Spring,2-Day Shipping,M,Yes,64,42,54,3.9
Footwear,Cluster 1,Charcoal,269,Yes,Monthly,Male,Shoes,Georgia,Venmo,Cash,Yes,Spring,Store Pickup,M,Yes,68,21,42,2.6
Clothing,Cluster 3,Charcoal,270,Yes,Bi-Weekly,Male,Blouse,Georgia,PayPal,Cash,Yes,Winter,Next Day Air,M,Yes,68,9,44,3.3
Clothing,Cluster 3,Orange,271,Yes,Annually,Male,Jeans,North Dakota,Debit Card,Bank Transfer,Yes,Fall,Free Shipping,XL,Yes,33,16,52,4.6
Accessories,Cluster 4,Yellow,272,Yes,Fortnightly,Male,Sunglasses,Maryland,Credit Card,Credit Card,Yes,Summer,Express,XL,Yes,65,42,69,4.6
Accessories,Cluster 4,Beige,273,Yes,Bi-Weekly,Male,Jewelry,Oregon,PayPal,Debit Card,Yes,Summer,2-Day Shipping,M,Yes,48,37,26,4.4
Outerwear,Cluster 2,Silver,274,Yes,Quarterly,Male,Coat,North Dakota,Cash,Debit Card,Yes,Spring,Express,S,Yes,69,32,33,4.2
Accessories,Cluster 4,Indigo,275,Yes,Bi-Weekly,Male,Jewelry,Maryland,Credit Card,Cash,Yes,Spring,Express,M,Yes,59,28,32,3
Accessories,Cluster 4,Lavender,276,Yes,Weekly,Male,Backpack,Virginia,Debit Card,Credit Card,Yes,Winter,Express,XL,Yes,48,13,85,4
Clothing,Cluster 3,Turquoise,277,Yes,Fortnightly,Male,Skirt,South Dakota,Debit Card,Bank Transfer,Yes,Fall,Express,XL,Yes,25,11,30,3.5
Clothing,Cluster 3,Green,278,Yes,Bi-Weekly,Male,Shirt,Georgia,Credit Card,Bank Transfer,Yes,Winter,Store Pickup,M,Yes,29,36,29,3
Clothing,Cluster 3,Orange,279,Yes,Annually,Male,Sweater,Hawaii,Bank Transfer,Debit Card,Yes,Spring,Express,M,Yes,57,23,95,3.7
Footwear,Cluster 1,Turquoise,280,Yes,Monthly,Male,Sneakers,Arkansas,Credit Card,Bank Transfer,Yes,Summer,Standard,L,Yes,23,37,69,4
Footwear,Cluster 1,Cyan,281,Yes,Bi-Weekly,Male,Sandals,Montana,Debit Card,Cash,Yes,Fall,2-Day Shipping,S,Yes,45,21,69,4.2
Accessories,Cluster 4,Charcoal,282,Yes,Bi-Weekly,Male,Belt,Oklahoma,Bank Transfer,Debit Card,Yes,Spring,Standard,XL,Yes,38,22,61,2.5
Clothing,Cluster 3,Teal,283,Yes,Monthly,Male,Skirt,Minnesota,Debit Card,Cash,Yes,Summer,2-Day Shipping,M,Yes,21,9,94,3
Clothing,Cluster 3,Maroon,284,Yes,Annually,Male,Sweater,Montana,Debit Card,Venmo,Yes,Fall,Next Day Air,S,Yes,32,16,30,3.2
Clothing,Cluster 3,Red,285,Yes,Quarterly,Male,Skirt,Ohio,PayPal,PayPal,Yes,Summer,Standard,M,Yes,63,4,45,3.5
Accessories,Cluster 4,Yellow,286,Yes,Bi-Weekly,Male,Handbag,Kentucky,Credit Card,Debit Card,Yes,Summer,Express,XL,Yes,29,3,39,4.8
Accessories,Cluster 4,Gray,287,Yes,Annually,Male,Jewelry,Nebraska,Cash,Debit Card,Yes,Summer,Store Pickup,L,Yes,27,6,51,2.6
Accessories,Cluster 4,Blue,288,Yes,Fortnightly,Male,Scarf,Delaware,Cash,Venmo,Yes,Spring,2-Day Shipping,L,Yes,56,18,37,3.4
Clothing,Cluster 3,Lavender,289,Yes,Bi-Weekly,Male,T-shirt,North Carolina,Credit Card,Venmo,Yes,Winter,2-Day Shipping,M,Yes,30,34,62,3.7
Outerwear,Cluster 2,Yellow,290,Yes,Monthly,Male,Coat,New York,Debit Card,Credit Card,Yes,Fall,2-Day Shipping,M,Yes,49,26,85,4.5
Clothing,Cluster 3,Indigo,291,Yes,Weekly,Male,T-shirt,Colorado,Bank Transfer,PayPal,Yes,Winter,Standard,M,Yes,58,50,33,3.7
Clothing,Cluster 3,Violet,292,Yes,Monthly,Male,Dress,Delaware,Credit Card,Bank Transfer,Yes,Fall,Next Day Air,XL,Yes,57,40,26,3.3
Footwear,Cluster 1,Green,293,Yes,Quarterly,Male,Shoes,Utah,Credit Card,Cash,Yes,Spring,Free Shipping,M,Yes,60,24,99,4.7
Accessories,Cluster 4,White,294,Yes,Annually,Male,Handbag,Connecticut,PayPal,PayPal,Yes,Spring,Express,M,Yes,69,33,39,2.7
Clothing,Cluster 3,Gold,295,Yes,Every 3 Months,Male,Skirt,New Jersey,Cash,Credit Card,Yes,Spring,Store Pickup,M,Yes,70,19,20,4.6
Accessories,Cluster 4,Indigo,296,Yes,Quarterly,Male,Sunglasses,West Virginia,Venmo,Credit Card,Yes,Winter,Store Pickup,M,Yes,53,24,42,2.7
Footwear,Cluster 1,Lavender,297,Yes,Weekly,Male,Sandals,Indiana,PayPal,Credit Card,Yes,Spring,2-Day Shipping,S,Yes,25,19,74,4.8
Footwear,Cluster 1,Purple,298,Yes,Bi-Weekly,Male,Shoes,Delaware,Bank Transfer,Credit Card,Yes,Summer,Standard,XL,Yes,48,4,26,4.4
Clothing,Cluster 3,Lavender,299,Yes,Every 3 Months,Male,T-shirt,Maryland,Cash,Venmo,Yes,Winter,Standard,M,Yes,69,11,53,4
Footwear,Cluster 1,Maroon,300,Yes,Fortnightly,Male,Sneakers,Pennsylvania,Credit Card,PayPal,Yes,Summer,Next Day Air,M,Yes,25,28,80,3.2
Accessories,Cluster 4,Teal,301,Yes,Weekly,Male,Hat,Iowa,Cash,PayPal,Yes,Spring,Store Pickup,M,Yes,29,24,98,4.4
Clothing,Cluster 3,Green,302,Yes,Every 3 Months,Male,Skirt,Pennsylvania,Debit Card,Credit Card,Yes,Spring,Standard,M,Yes,46,25,95,3.8
Clothing,Cluster 3,Olive,303,Yes,Every 3 Months,Male,Sweater,Delaware,Venmo,Bank Transfer,Yes,Summer,Express,L,Yes,37,27,44,3.6
Footwear,Cluster 1,Turquoise,304,Yes,Weekly,Male,Sandals,Oregon,Cash,Venmo,Yes,Summer,Next Day Air,M,Yes,20,49,60,3.3
Clothing,Cluster 3,Green,305,Yes,Bi-Weekly,Male,Dress,Oregon,Venmo,Credit Card,Yes,Winter,Next Day Air,M,Yes,40,45,84,3.4
Clothing,Cluster 3,Teal,306,Yes,Annually,Male,Sweater,Utah,Debit Card,PayPal,Yes,Fall,2-Day Shipping,M,Yes,60,26,59,3.5
Outerwear,Cluster 2,White,307,Yes,Annually,Male,Jacket,North Dakota,Debit Card,Cash,Yes,Summer,Express,S,Yes,26,4,49,3.6
Accessories,Cluster 4,Orange,308,Yes,Every 3 Months,Male,Gloves,Florida,Cash,Credit Card,Yes,Winter,Free Shipping,M,Yes,29,3,32,3.2
Accessories,Cluster 4,Beige,309,Yes,Bi-Weekly,Male,Handbag,Maryland,Bank Transfer,Venmo,Yes,Fall,Standard,M,Yes,66,45,29,3.7
Clothing,Cluster 3,Yellow,310,Yes,Fortnightly,Male,Dress,Minnesota,Bank Transfer,Cash,Yes,Spring,Standard,M,Yes,66,21,22,4.5
Clothing,Cluster 3,Charcoal,311,Yes,Fortnightly,Male,Pants,Montana,Debit Card,Cash,Yes,Winter,Standard,M,Yes,56,50,85,4.6
Clothing,Cluster 3,Silver,312,Yes,Monthly,Male,Jeans,Rhode Island,Debit Card,Bank Transfer,Yes,Winter,Store Pickup,L,Yes,69,19,52,4.1
Clothing,Cluster 3,Green,313,Yes,Annually,Male,Pants,Massachusetts,Bank Transfer,PayPal,Yes,Spring,Next Day Air,L,Yes,38,6,89,3.4
Clothing,Cluster 3,Pink,314,Yes,Every 3 Months,Male,Dress,Vermont,PayPal,Credit Card,Yes,Spring,Express,M,Yes,42,50,77,3.7
Clothing,Cluster 3,Purple,315,Yes,Every 3 Months,Male,Pants,New Jersey,PayPal,Debit Card,Yes,Summer,Store Pickup,M,Yes,30,17,24,3.3
Accessories,Cluster 4,Orange,316,Yes,Annually,Male,Jewelry,Wisconsin,Venmo,Debit Card,Yes,Spring,Express,XL,Yes,66,24,24,4.5
Accessories,Cluster 4,Charcoal,317,Yes,Monthly,Male,Handbag,California,Bank Transfer,Venmo,Yes,Fall,Free Shipping,M,Yes,36,46,22,3.3
Clothing,Cluster 3,Teal,318,Yes,Every 3 Months,Male,Sweater,West Virginia,Bank Transfer,Cash,Yes,Fall,Standard,L,Yes,58,42,82,4.3
Accessories,Cluster 4,Beige,319,Yes,Annually,Male,Backpack,South Dakota,PayPal,Cash,Yes,Winter,Standard,M,Yes,45,10,67,2.5
Clothing,Cluster 3,White,320,Yes,Every 3 Months,Male,Shorts,Maine,Venmo,Cash,Yes,Spring,Standard,XL,Yes,47,1,74,2.6
Accessories,Cluster 4,White,321,Yes,Quarterly,Male,Jewelry,Kansas,PayPal,Debit Card,Yes,Summer,Standard,L,Yes,66,28,72,4.9
Footwear,Cluster 1,Orange,322,Yes,Quarterly,Male,Sneakers,Vermont,Credit Card,Debit Card,Yes,Summer,Free Shipping,L,Yes,41,48,36,4.7
Accessories,Cluster 4,Cyan,323,Yes,Monthly,Male,Belt,Tennessee,Credit Card,Credit Card,Yes,Winter,Standard,S,Yes,41,47,95,3
Clothing,Cluster 3,Orange,324,Yes,Bi-Weekly,Male,Hoodie,Tennessee,Venmo,PayPal,Yes,Winter,Next Day Air,M,Yes,66,29,78,3.5
Clothing,Cluster 3,Olive,325,Yes,Quarterly,Male,Shirt,Wyoming,Credit Card,Venmo,Yes,Summer,Standard,M,Yes,37,37,82,4.8
Clothing,Cluster 3,Charcoal,326,Yes,Annually,Male,Pants,Vermont,Debit Card,Debit Card,Yes,Winter,Free Shipping,M,Yes,70,38,70,4.3
Accessories,Cluster 4,White,327,Yes,Weekly,Male,Scarf,New Jersey,Cash,Bank Transfer,Yes,Fall,Store Pickup,M,Yes,62,48,41,3.2
Outerwear,Cluster 2,Teal,328,Yes,Weekly,Male,Coat,Iowa,PayPal,PayPal,Yes,Summer,Free Shipping,M,Yes,61,36,42,3.1
Outerwear,Cluster 2,Yellow,329,Yes,Weekly,Male,Coat,Florida,Debit Card,Credit Card,Yes,Fall,Free Shipping,M,Yes,48,9,50,2.8
Clothing,Cluster 3,White,330,Yes,Monthly,Male,Socks,Nevada,Debit Card,Bank Transfer,Yes,Summer,2-Day Shipping,S,Yes,70,34,31,2.9
Clothing,Cluster 3,Beige,331,Yes,Bi-Weekly,Male,Sweater,North Dakota,Bank Transfer,Venmo,Yes,Winter,Express,M,Yes,46,43,51,3.7
